"","Gene.proteins.secondaryIdentifier","Gene.proteins.symbol","Gene.proteins.proteinDomains.name","Gene.proteins.proteinDomains.start","Gene.proteins.proteinDomains.end","Gene.proteins.proteinDomains.method","Gene.proteins.proteinDomains.id","pid_proteins$Gene.proteins.secondaryIdentifier"
"1848","YLL011W","Sof1p","PF00400",350,375,"Pfam",1956226,"YLL011W"
"1849","YLL011W","Sof1p","PS50082",63,105,"PROSITE",1956231,"YLL011W"
"1850","YLL011W","Sof1p","PS50082",215,257,"PROSITE",1956232,"YLL011W"
"1851","YLL011W","Sof1p","PS50082",301,342,"PROSITE",1956233,"YLL011W"
"1852","YLL011W","Sof1p","PS50082",344,375,"PROSITE",1956234,"YLL011W"
"1853","YLL011W","Sof1p","PS50294",63,385,"PROSITE",1956235,"YLL011W"
"1854","YLL011W","Sof1p","SM00320",55,96,"SMART",1956238,"YLL011W"
"1855","YLL011W","Sof1p","SM00320",99,149,"SMART",1956239,"YLL011W"
"1856","YLL011W","Sof1p","SM00320",169,205,"SMART",1956240,"YLL011W"
"1857","YLL011W","Sof1p","SM00320",208,248,"SMART",1956241,"YLL011W"
"1858","YLL011W","Sof1p","SM00320",251,290,"SMART",1956242,"YLL011W"
"1859","YLL011W","Sof1p","SM00320",294,333,"SMART",1956243,"YLL011W"
"1860","YLL011W","Sof1p","SM00320",335,376,"SMART",1956244,"YLL011W"
"1861","YLL011W","Sof1p","SSF50978",13,376,"SUPERFAMILY",1956245,"YLL011W"
"1862","YLL017W","Yll017Wp","PF00018",35,70,"Pfam",1944038,"YLL017W"
"1863","YLL017W","Yll017Wp","PS50002",26,97,"PROSITE",1944039,"YLL017W"
"1864","YLL017W","Yll017Wp","SM00326",29,96,"SMART",1944040,"YLL017W"
"1865","YLL017W","Yll017Wp","SSF50044",10,93,"SUPERFAMILY",1944041,"YLL017W"
"1866","YLL022C","Hif1p","G3DSA:1.25.40.10",17,280,"GENE3D",1983837,"YLL022C"
"1867","YLL022C","Hif1p","G3DSA:1.25.40.10",296,354,"GENE3D",1983838,"YLL022C"
"1868","YLL036C","Prp19p","G3DSA:2.130.10.10",207,495,"GENE3D",1953893,"YLL036C"
"1869","YLL039C","Ubi4p","PF00240",3,74,"Pfam",1944070,"YLL039C"
"1870","YLL039C","Ubi4p","PF00240",79,150,"Pfam",1944071,"YLL039C"
"1871","YLL039C","Ubi4p","PF00240",155,226,"Pfam",1944072,"YLL039C"
"1872","YLL039C","Ubi4p","PF00240",231,302,"Pfam",1944073,"YLL039C"
"1873","YLL039C","Ubi4p","PF00240",307,378,"Pfam",1944074,"YLL039C"
"1874","YLL039C","Ubi4p","PS50053",1,76,"PROSITE",1944083,"YLL039C"
"1875","YLL039C","Ubi4p","PS50053",77,152,"PROSITE",1944084,"YLL039C"
"1876","YLL039C","Ubi4p","PS50053",153,228,"PROSITE",1944085,"YLL039C"
"1877","YLL039C","Ubi4p","PS50053",229,304,"PROSITE",1944086,"YLL039C"
"1878","YLL039C","Ubi4p","PS50053",305,380,"PROSITE",1944087,"YLL039C"
"1879","YLL039C","Ubi4p","SM00213",1,72,"SMART",1944090,"YLL039C"
"1880","YLL039C","Ubi4p","SM00213",77,148,"SMART",1944091,"YLL039C"
"1881","YLL039C","Ubi4p","SM00213",153,224,"SMART",1944092,"YLL039C"
"1882","YLL039C","Ubi4p","SM00213",229,300,"SMART",1944093,"YLL039C"
"1883","YLL039C","Ubi4p","SM00213",305,376,"SMART",1944094,"YLL039C"
"1884","YLL060C","Gtt2p","PF13417",22,99,"Pfam",1983921,"YLL060C"
"1885","YLL060C","Gtt2p","PS50404",17,101,"PROSITE",1983922,"YLL060C"
"1886","YLR015W","Bre2p","SM00449",130,393,"SMART",1967577,"YLR015W"
"1887","YLR016C","Pml1p","PF00498",106,188,"Pfam",1980643,"YLR016C"
"1888","YLR016C","Pml1p","PS50006",104,172,"PROSITE",1980644,"YLR016C"
"1889","YLR016C","Pml1p","SM00240",103,172,"SMART",1980647,"YLR016C"
"1890","YLR016C","Pml1p","SSF49879",78,190,"SUPERFAMILY",1980648,"YLR016C"
"1891","YLR033W","Rsc58p","G3DSA:1.20.920.10",13,168,"GENE3D",1980689,"YLR033W"
"1892","YLR033W","Rsc58p","PF00439",45,121,"Pfam",1980690,"YLR033W"
"1893","YLR039C","Ric1p","G3DSA:2.130.10.10",429,733,"GENE3D",1965447,"YLR039C"
"1894","YLR055C","Spt8p","G3DSA:2.130.10.10",31,222,"GENE3D",1962277,"YLR055C"
"1895","YLR055C","Spt8p","G3DSA:2.130.10.10",223,587,"GENE3D",1962278,"YLR055C"
"1896","YLR055C","Spt8p","PS50082",303,344,"PROSITE",1962279,"YLR055C"
"1897","YLR055C","Spt8p","PS50294",303,344,"PROSITE",1962280,"YLR055C"
"1898","YLR055C","Spt8p","SM00320",165,203,"SMART",1962282,"YLR055C"
"1899","YLR055C","Spt8p","SM00320",293,335,"SMART",1962283,"YLR055C"
"1900","YLR055C","Spt8p","SM00320",338,445,"SMART",1962284,"YLR055C"
"1901","YLR055C","Spt8p","SM00320",495,535,"SMART",1962285,"YLR055C"
"1902","YLR055C","Spt8p","SSF50978",176,209,"SUPERFAMILY",1962286,"YLR055C"
"1903","YLR055C","Spt8p","SSF50978",252,360,"SUPERFAMILY",1962287,"YLR055C"
"1904","YLR055C","Spt8p","SSF50978",429,583,"SUPERFAMILY",1962288,"YLR055C"
"1905","YLR067C","Pet309p","G3DSA:1.25.40.10",228,505,"GENE3D",1953880,"YLR067C"
"1906","YLR067C","Pet309p","G3DSA:1.25.40.10",506,769,"GENE3D",1953881,"YLR067C"
"1907","YLR086W","Smc4p","PF06470",686,799,"Pfam",1983343,"YLR086W"
"1908","YLR086W","Smc4p","SM00968",686,799,"SMART",1983347,"YLR086W"
"1909","YLR086W","Smc4p","SSF75553",646,833,"SUPERFAMILY",1983351,"YLR086W"
"1910","YLR097C","Hrt3p","SSF81383",87,152,"SUPERFAMILY",1983743,"YLR097C"
"1911","YLR108C","Ylr108Cp","SM00225",26,121,"SMART",1983304,"YLR108C"
"1912","YLR117C","Clf1p","G3DSA:1.25.40.10",5,151,"GENE3D",1983553,"YLR117C"
"1913","YLR117C","Clf1p","G3DSA:1.25.40.10",167,309,"GENE3D",1983554,"YLR117C"
"1914","YLR117C","Clf1p","G3DSA:1.25.40.10",310,437,"GENE3D",1983555,"YLR117C"
"1915","YLR117C","Clf1p","G3DSA:1.25.40.10",438,500,"GENE3D",1983556,"YLR117C"
"1916","YLR117C","Clf1p","G3DSA:1.25.40.10",501,644,"GENE3D",1983557,"YLR117C"
"1917","YLR117C","Clf1p","PS50293",65,132,"PROSITE",1983559,"YLR117C"
"1918","YLR117C","Clf1p","PS50293",437,544,"PROSITE",1983560,"YLR117C"
"1919","YLR117C","Clf1p","SSF48452",55,545,"SUPERFAMILY",1983575,"YLR117C"
"1920","YLR117C","Clf1p","SSF48452",526,644,"SUPERFAMILY",1983576,"YLR117C"
"1921","YLR128W","Dcn1p","SSF46934",12,53,"SUPERFAMILY",1983941,"YLR128W"
"1922","YLR129W","Dip2p","G3DSA:2.130.10.10",19,121,"GENE3D",1983057,"YLR129W"
"1923","YLR129W","Dip2p","G3DSA:2.130.10.10",122,205,"GENE3D",1983058,"YLR129W"
"1924","YLR129W","Dip2p","G3DSA:2.130.10.10",206,517,"GENE3D",1983059,"YLR129W"
"1925","YLR129W","Dip2p","G3DSA:2.130.10.10",518,639,"GENE3D",1983060,"YLR129W"
"1926","YLR129W","Dip2p","PF00400",115,149,"Pfam",1983061,"YLR129W"
"1927","YLR129W","Dip2p","PF00400",156,190,"Pfam",1983062,"YLR129W"
"1928","YLR129W","Dip2p","PF00400",385,418,"Pfam",1983063,"YLR129W"
"1929","YLR129W","Dip2p","PF00400",471,501,"Pfam",1983064,"YLR129W"
"1930","YLR129W","Dip2p","PF00400",568,600,"Pfam",1983065,"YLR129W"
"1931","YLR129W","Dip2p","PF00400",606,643,"Pfam",1983066,"YLR129W"
"1932","YLR129W","Dip2p","PF00400",648,684,"Pfam",1983067,"YLR129W"
"1933","YLR129W","Dip2p","PS50082",85,116,"PROSITE",1983076,"YLR129W"
"1934","YLR129W","Dip2p","PS50082",117,150,"PROSITE",1983077,"YLR129W"
"1935","YLR129W","Dip2p","PS50082",159,199,"PROSITE",1983078,"YLR129W"
"1936","YLR129W","Dip2p","PS50082",387,427,"PROSITE",1983079,"YLR129W"
"1937","YLR129W","Dip2p","PS50082",469,510,"PROSITE",1983080,"YLR129W"
"1938","YLR129W","Dip2p","PS50082",569,610,"PROSITE",1983081,"YLR129W"
"1939","YLR129W","Dip2p","PS50082",611,652,"PROSITE",1983082,"YLR129W"
"1940","YLR129W","Dip2p","PS50082",653,685,"PROSITE",1983083,"YLR129W"
"1941","YLR129W","Dip2p","PS50294",75,694,"PROSITE",1983084,"YLR129W"
"1942","YLR129W","Dip2p","SM00320",56,107,"SMART",1983087,"YLR129W"
"1943","YLR129W","Dip2p","SM00320",110,149,"SMART",1983088,"YLR129W"
"1944","YLR129W","Dip2p","SM00320",152,190,"SMART",1983089,"YLR129W"
"1945","YLR129W","Dip2p","SM00320",193,230,"SMART",1983090,"YLR129W"
"1946","YLR129W","Dip2p","SM00320",380,418,"SMART",1983091,"YLR129W"
"1947","YLR129W","Dip2p","SM00320",421,458,"SMART",1983092,"YLR129W"
"1948","YLR129W","Dip2p","SM00320",461,501,"SMART",1983093,"YLR129W"
"1949","YLR129W","Dip2p","SM00320",521,559,"SMART",1983094,"YLR129W"
"1950","YLR129W","Dip2p","SM00320",562,601,"SMART",1983095,"YLR129W"
"1951","YLR129W","Dip2p","SM00320",604,643,"SMART",1983096,"YLR129W"
"1952","YLR129W","Dip2p","SM00320",646,685,"SMART",1983097,"YLR129W"
"1953","YLR129W","Dip2p","SSF50978",39,286,"SUPERFAMILY",1983099,"YLR129W"
"1954","YLR148W","Pep3p","G3DSA:1.25.40.10",328,607,"GENE3D",1951686,"YLR148W"
"1955","YLR148W","Pep3p","G3DSA:1.25.40.10",608,828,"GENE3D",1951687,"YLR148W"
"1956","YLR149C","Ylr149Cp","G3DSA:2.130.10.10",54,433,"GENE3D",1985443,"YLR149C"
"1957","YLR149C","Ylr149Cp","G3DSA:2.130.10.10",434,729,"GENE3D",1985444,"YLR149C"
"1958","YLR167W","Rps31p","PF00240",3,74,"Pfam",1941625,"YLR167W"
"1959","YLR167W","Rps31p","PS50053",1,76,"PROSITE",1941631,"YLR167W"
"1960","YLR167W","Rps31p","SM00213",1,72,"SMART",1941634,"YLR167W"
"1961","YLR177W","Ylr177Wp","G3DSA:2.130.10.10",159,496,"GENE3D",1979130,"YLR177W"
"1962","YLR182W","Swi6p","PF00023",317,343,"Pfam",1943674,"YLR182W"
"1963","YLR182W","Swi6p","PF13606",469,496,"Pfam",1943675,"YLR182W"
"1964","YLR182W","Swi6p","PS50088",317,349,"PROSITE",1943676,"YLR182W"
"1965","YLR182W","Swi6p","PS50088",469,501,"PROSITE",1943677,"YLR182W"
"1966","YLR182W","Swi6p","SM00248",317,346,"SMART",1943682,"YLR182W"
"1967","YLR182W","Swi6p","SM00248",469,498,"SMART",1943683,"YLR182W"
"1968","YLR183C","Tos4p","PF00498",118,168,"Pfam",1979147,"YLR183C"
"1969","YLR183C","Tos4p","PS50006",118,170,"PROSITE",1979148,"YLR183C"
"1970","YLR183C","Tos4p","SM00240",117,170,"SMART",1979151,"YLR183C"
"1971","YLR183C","Tos4p","SSF49879",117,177,"SUPERFAMILY",1979152,"YLR183C"
"1972","YLR191W","Pex13p","PF00018",312,363,"Pfam",1974262,"YLR191W"
"1973","YLR191W","Pex13p","PR00452",309,319,"PRINTS",1974264,"YLR191W"
"1974","YLR191W","Pex13p","PR00452",324,339,"PRINTS",1974265,"YLR191W"
"1975","YLR191W","Pex13p","PR00452",346,355,"PRINTS",1974266,"YLR191W"
"1976","YLR191W","Pex13p","PR00452",358,370,"PRINTS",1974267,"YLR191W"
"1977","YLR191W","Pex13p","PS50002",306,372,"PROSITE",1974268,"YLR191W"
"1978","YLR191W","Pex13p","SM00326",309,371,"SMART",1974270,"YLR191W"
"1979","YLR191W","Pex13p","SSF50044",298,375,"SUPERFAMILY",1974271,"YLR191W"
"1980","YLR196W","Pwp1p","G3DSA:2.130.10.10",26,530,"GENE3D",1948420,"YLR196W"
"1981","YLR196W","Pwp1p","PF00400",279,315,"Pfam",1948421,"YLR196W"
"1982","YLR196W","Pwp1p","PS50082",282,324,"PROSITE",1948424,"YLR196W"
"1983","YLR196W","Pwp1p","PS50294",282,514,"PROSITE",1948425,"YLR196W"
"1984","YLR196W","Pwp1p","SM00320",275,315,"SMART",1948428,"YLR196W"
"1985","YLR196W","Pwp1p","SM00320",321,360,"SMART",1948429,"YLR196W"
"1986","YLR196W","Pwp1p","SM00320",366,405,"SMART",1948430,"YLR196W"
"1987","YLR196W","Pwp1p","SM00320",411,452,"SMART",1948431,"YLR196W"
"1988","YLR196W","Pwp1p","SM00320",461,505,"SMART",1948432,"YLR196W"
"1989","YLR196W","Pwp1p","SSF50978",227,246,"SUPERFAMILY",1948433,"YLR196W"
"1990","YLR196W","Pwp1p","SSF50978",276,515,"SUPERFAMILY",1948434,"YLR196W"
"1991","YLR197W","Nop56p","G3DSA:2.130.10.10",256,504,"GENE3D",1984267,"YLR197W"
"1992","YLR208W","Sec13p","G3DSA:2.130.10.10",2,297,"GENE3D",1977556,"YLR208W"
"1993","YLR208W","Sec13p","PF00400",45,83,"Pfam",1977557,"YLR208W"
"1994","YLR208W","Sec13p","PF00400",198,234,"Pfam",1977558,"YLR208W"
"1995","YLR208W","Sec13p","PS50082",49,92,"PROSITE",1977559,"YLR208W"
"1996","YLR208W","Sec13p","PS50082",173,195,"PROSITE",1977560,"YLR208W"
"1997","YLR208W","Sec13p","PS50082",200,234,"PROSITE",1977561,"YLR208W"
"1998","YLR208W","Sec13p","PS50294",5,282,"PROSITE",1977562,"YLR208W"
"1999","YLR208W","Sec13p","SM00320",1,37,"SMART",1977565,"YLR208W"
"2000","YLR208W","Sec13p","SM00320",42,83,"SMART",1977566,"YLR208W"
"2001","YLR208W","Sec13p","SM00320",88,129,"SMART",1977567,"YLR208W"
"2002","YLR208W","Sec13p","SM00320",134,186,"SMART",1977568,"YLR208W"
"2003","YLR208W","Sec13p","SM00320",193,235,"SMART",1977569,"YLR208W"
"2004","YLR208W","Sec13p","SM00320",244,282,"SMART",1977570,"YLR208W"
"2005","YLR208W","Sec13p","SSF50978",12,288,"SUPERFAMILY",1977571,"YLR208W"
"2006","YLR216C","Cpr6p","G3DSA:1.25.40.10",284,369,"GENE3D",1972700,"YLR216C"
"2007","YLR216C","Cpr6p","PS50005",308,341,"PROSITE",1972709,"YLR216C"
"2008","YLR216C","Cpr6p","PS50293",308,341,"PROSITE",1972711,"YLR216C"
"2009","YLR216C","Cpr6p","SM00028",308,341,"SMART",1972714,"YLR216C"
"2010","YLR216C","Cpr6p","SSF48452",217,363,"SUPERFAMILY",1972715,"YLR216C"
"2011","YLR222C","Utp13p","G3DSA:2.130.10.10",2,113,"GENE3D",1978625,"YLR222C"
"2012","YLR222C","Utp13p","G3DSA:2.130.10.10",323,477,"GENE3D",1978626,"YLR222C"
"2013","YLR222C","Utp13p","G3DSA:2.130.10.10",478,555,"GENE3D",1978627,"YLR222C"
"2014","YLR222C","Utp13p","PF00400",137,176,"Pfam",1978631,"YLR222C"
"2015","YLR222C","Utp13p","PF00400",180,224,"Pfam",1978632,"YLR222C"
"2016","YLR222C","Utp13p","PF00400",383,415,"Pfam",1978633,"YLR222C"
"2017","YLR222C","Utp13p","PF00400",488,519,"Pfam",1978634,"YLR222C"
"2018","YLR222C","Utp13p","PF00400",527,561,"Pfam",1978635,"YLR222C"
"2019","YLR222C","Utp13p","PF00400",567,603,"Pfam",1978636,"YLR222C"
"2020","YLR222C","Utp13p","PF00400",607,645,"Pfam",1978637,"YLR222C"
"2021","YLR222C","Utp13p","PS50082",140,185,"PROSITE",1978645,"YLR222C"
"2022","YLR222C","Utp13p","PS50082",384,425,"PROSITE",1978646,"YLR222C"
"2023","YLR222C","Utp13p","PS50082",487,528,"PROSITE",1978647,"YLR222C"
"2024","YLR222C","Utp13p","PS50082",529,570,"PROSITE",1978648,"YLR222C"
"2025","YLR222C","Utp13p","PS50082",571,612,"PROSITE",1978649,"YLR222C"
"2026","YLR222C","Utp13p","PS50082",613,645,"PROSITE",1978650,"YLR222C"
"2027","YLR222C","Utp13p","PS50294",57,654,"PROSITE",1978651,"YLR222C"
"2028","YLR222C","Utp13p","SM00320",49,89,"SMART",1978654,"YLR222C"
"2029","YLR222C","Utp13p","SM00320",92,130,"SMART",1978655,"YLR222C"
"2030","YLR222C","Utp13p","SM00320",133,176,"SMART",1978656,"YLR222C"
"2031","YLR222C","Utp13p","SM00320",179,224,"SMART",1978657,"YLR222C"
"2032","YLR222C","Utp13p","SM00320",230,271,"SMART",1978658,"YLR222C"
"2033","YLR222C","Utp13p","SM00320",377,416,"SMART",1978659,"YLR222C"
"2034","YLR222C","Utp13p","SM00320",423,467,"SMART",1978660,"YLR222C"
"2035","YLR222C","Utp13p","SM00320",480,519,"SMART",1978661,"YLR222C"
"2036","YLR222C","Utp13p","SM00320",522,561,"SMART",1978662,"YLR222C"
"2037","YLR222C","Utp13p","SM00320",564,603,"SMART",1978663,"YLR222C"
"2038","YLR222C","Utp13p","SM00320",606,645,"SMART",1978664,"YLR222C"
"2039","YLR222C","Utp13p","SSF50978",23,322,"SUPERFAMILY",1978665,"YLR222C"
"2040","YLR222C","Utp13p","SSF50978",381,644,"SUPERFAMILY",1978666,"YLR222C"
"2041","YLR228C","Ecm22p","G3DSA:2.130.10.10",103,690,"GENE3D",1978675,"YLR228C"
"2042","YLR233C","Est1p","SSF48452",59,583,"SUPERFAMILY",1947223,"YLR233C"
"2043","YLR238W","Far10p","PF00498",137,192,"Pfam",1978699,"YLR238W"
"2044","YLR238W","Far10p","PS50006",116,176,"PROSITE",1978700,"YLR238W"
"2045","YLR238W","Far10p","SM00240",98,176,"SMART",1978703,"YLR238W"
"2046","YLR238W","Far10p","SSF49879",56,107,"SUPERFAMILY",1978704,"YLR238W"
"2047","YLR238W","Far10p","SSF49879",134,198,"SUPERFAMILY",1978705,"YLR238W"
"2048","YLR273C","Pig1p","PF03370",207,330,"Pfam",1979080,"YLR273C"
"2049","YLR273C","Pig1p","PS51159",201,331,"PROSITE",1979081,"YLR273C"
"2050","YLR292C","Sec72p","G3DSA:1.25.40.10",49,193,"GENE3D",1963707,"YLR292C"
"2051","YLR292C","Sec72p","SM00028",58,91,"SMART",1963708,"YLR292C"
"2052","YLR292C","Sec72p","SM00028",140,173,"SMART",1963709,"YLR292C"
"2053","YLR292C","Sec72p","SSF48452",58,190,"SUPERFAMILY",1963710,"YLR292C"
"2054","YLR310C","Cdc25p","PF00018",77,119,"Pfam",1941327,"YLR310C"
"2055","YLR310C","Cdc25p","PS50002",58,128,"PROSITE",1941331,"YLR310C"
"2056","YLR310C","Cdc25p","SM00326",61,127,"SMART",1941338,"YLR310C"
"2057","YLR310C","Cdc25p","SSF50044",44,141,"SUPERFAMILY",1941340,"YLR310C"
"2058","YLR336C","Sgd1p","PF02854",336,539,"Pfam",1978884,"YLR336C"
"2059","YLR336C","Sgd1p","SM00543",335,540,"SMART",1978888,"YLR336C"
"2060","YLR347C","Kap95p","SM00185",400,440,"SMART",1978920,"YLR347C"
"2061","YLR347C","Kap95p","SM00185",448,482,"SMART",1978921,"YLR347C"
"2062","YLR357W","Rsc2p","G3DSA:1.20.920.10",10,205,"GENE3D",1979424,"YLR357W"
"2063","YLR357W","Rsc2p","G3DSA:1.20.920.10",276,722,"GENE3D",1979425,"YLR357W"
"2064","YLR357W","Rsc2p","PF00439",39,106,"Pfam",1979426,"YLR357W"
"2065","YLR357W","Rsc2p","PF00439",299,361,"Pfam",1979427,"YLR357W"
"2066","YLR357W","Rsc2p","PR00503",52,68,"PRINTS",1979429,"YLR357W"
"2067","YLR357W","Rsc2p","PR00503",328,346,"PRINTS",1979430,"YLR357W"
"2068","YLR357W","Rsc2p","PS50014",35,103,"PROSITE",1979432,"YLR357W"
"2069","YLR357W","Rsc2p","PS50014",295,365,"PROSITE",1979433,"YLR357W"
"2070","YLR357W","Rsc2p","SM00297",14,122,"SMART",1979437,"YLR357W"
"2071","YLR357W","Rsc2p","SM00297",274,384,"SMART",1979438,"YLR357W"
"2072","YLR357W","Rsc2p","SSF47370",14,117,"SUPERFAMILY",1979440,"YLR357W"
"2073","YLR357W","Rsc2p","SSF47370",261,390,"SUPERFAMILY",1979441,"YLR357W"
"2074","YLR362W","Ste11p","PF07647",19,81,"Pfam",1949479,"YLR362W"
"2075","YLR362W","Ste11p","PS50105",25,84,"PROSITE",1949484,"YLR362W"
"2076","YLR362W","Ste11p","SM00454",17,84,"SMART",1949488,"YLR362W"
"2077","YLR368W","Mdm30p","PF00646",14,60,"Pfam",1978578,"YLR368W"
"2078","YLR368W","Mdm30p","PS50181",13,59,"PROSITE",1978579,"YLR368W"
"2079","YLR368W","Mdm30p","SM00256",19,59,"SMART",1978580,"YLR368W"
"2080","YLR368W","Mdm30p","SSF81383",12,97,"SUPERFAMILY",1978581,"YLR368W"
"2081","YLR384C","Iki3p","G3DSA:1.25.40.10",839,1292,"GENE3D",1979944,"YLR384C"
"2082","YLR384C","Iki3p","G3DSA:2.130.10.10",51,694,"GENE3D",1979945,"YLR384C"
"2083","YLR399C","Bdf1p","G3DSA:1.20.920.10",93,273,"GENE3D",1957158,"YLR399C"
"2084","YLR399C","Bdf1p","G3DSA:1.20.920.10",289,434,"GENE3D",1957159,"YLR399C"
"2085","YLR399C","Bdf1p","PF00439",164,240,"Pfam",1957160,"YLR399C"
"2086","YLR399C","Bdf1p","PF00439",321,403,"Pfam",1957161,"YLR399C"
"2087","YLR399C","Bdf1p","PR00503",168,181,"PRINTS",1957163,"YLR399C"
"2088","YLR399C","Bdf1p","PR00503",351,367,"PRINTS",1957164,"YLR399C"
"2089","YLR399C","Bdf1p","PR00503",367,385,"PRINTS",1957165,"YLR399C"
"2090","YLR399C","Bdf1p","PR00503",385,404,"PRINTS",1957166,"YLR399C"
"2091","YLR399C","Bdf1p","PS50014",165,237,"PROSITE",1957169,"YLR399C"
"2092","YLR399C","Bdf1p","PS50014",332,404,"PROSITE",1957170,"YLR399C"
"2093","YLR399C","Bdf1p","SM00297",149,256,"SMART",1957174,"YLR399C"
"2094","YLR399C","Bdf1p","SM00297",314,423,"SMART",1957175,"YLR399C"
"2095","YLR399C","Bdf1p","SSF47370",135,258,"SUPERFAMILY",1957176,"YLR399C"
"2096","YLR399C","Bdf1p","SSF47370",294,427,"SUPERFAMILY",1957177,"YLR399C"
"2097","YLR409C","Utp21p","G3DSA:2.130.10.10",23,134,"GENE3D",1978756,"YLR409C"
"2098","YLR409C","Utp21p","G3DSA:2.130.10.10",135,401,"GENE3D",1978757,"YLR409C"
"2099","YLR409C","Utp21p","G3DSA:2.130.10.10",427,527,"GENE3D",1978758,"YLR409C"
"2100","YLR409C","Utp21p","G3DSA:2.130.10.10",555,697,"GENE3D",1978759,"YLR409C"
"2101","YLR409C","Utp21p","PF00400",578,613,"Pfam",1978760,"YLR409C"
"2102","YLR409C","Utp21p","PS50082",581,622,"PROSITE",1978764,"YLR409C"
"2103","YLR409C","Utp21p","PS50294",456,622,"PROSITE",1978765,"YLR409C"
"2104","YLR409C","Utp21p","SM00320",105,141,"SMART",1978768,"YLR409C"
"2105","YLR409C","Utp21p","SM00320",237,277,"SMART",1978769,"YLR409C"
"2106","YLR409C","Utp21p","SM00320",280,323,"SMART",1978770,"YLR409C"
"2107","YLR409C","Utp21p","SM00320",339,379,"SMART",1978771,"YLR409C"
"2108","YLR409C","Utp21p","SM00320",446,488,"SMART",1978772,"YLR409C"
"2109","YLR409C","Utp21p","SM00320",491,530,"SMART",1978773,"YLR409C"
"2110","YLR409C","Utp21p","SM00320",533,571,"SMART",1978774,"YLR409C"
"2111","YLR409C","Utp21p","SM00320",574,613,"SMART",1978775,"YLR409C"
"2112","YLR409C","Utp21p","SM00320",616,655,"SMART",1978776,"YLR409C"
"2113","YLR409C","Utp21p","SSF50978",46,151,"SUPERFAMILY",1978777,"YLR409C"
"2114","YLR419W","Ylr419Wp","PF05773",426,528,"Pfam",1979891,"YLR419W"
"2115","YLR419W","Ylr419Wp","PS50908",430,531,"PROSITE",1979894,"YLR419W"
"2116","YLR419W","Ylr419Wp","SM00591",430,531,"SMART",1979902,"YLR419W"
"2117","YLR419W","Ylr419Wp","SSF46934",368,406,"SUPERFAMILY",1979904,"YLR419W"
"2118","YLR429W","Crn1p","G3DSA:2.130.10.10",20,172,"GENE3D",1979371,"YLR429W"
"2119","YLR429W","Crn1p","PF00400",77,110,"Pfam",1979372,"YLR429W"
"2120","YLR429W","Crn1p","PF00400",131,169,"Pfam",1979373,"YLR429W"
"2121","YLR429W","Crn1p","PF00400",178,210,"Pfam",1979374,"YLR429W"
"2122","YLR429W","Crn1p","PS50082",77,119,"PROSITE",1979383,"YLR429W"
"2123","YLR429W","Crn1p","PS50082",136,178,"PROSITE",1979384,"YLR429W"
"2124","YLR429W","Crn1p","PS50082",178,219,"PROSITE",1979385,"YLR429W"
"2125","YLR429W","Crn1p","PS50294",77,219,"PROSITE",1979386,"YLR429W"
"2126","YLR429W","Crn1p","SM00320",70,110,"SMART",1979389,"YLR429W"
"2127","YLR429W","Crn1p","SM00320",129,169,"SMART",1979390,"YLR429W"
"2128","YLR429W","Crn1p","SM00320",172,210,"SMART",1979391,"YLR429W"
"2129","YLR429W","Crn1p","SM00320",213,257,"SMART",1979392,"YLR429W"
"2130","YLR429W","Crn1p","SSF50978",51,316,"SUPERFAMILY",1979395,"YLR429W"
"2131","YLR437C","Dif1p","G3DSA:2.130.10.10",9,123,"GENE3D",1939961,"YLR437C"
"2132","YML010W","Spt5p","SM01104",902,1033,"SMART",1951651,"YML010W"
"2133","YML013W","Ubx2p","PF00789",429,569,"Pfam",1977210,"YML013W"
"2134","YML013W","Ubx2p","SM00166",424,570,"SMART",1977214,"YML013W"
"2135","YML029W","Usa1p","PS50053",259,318,"PROSITE",1976455,"YML029W"
"2136","YML046W","Prp39p","G3DSA:1.25.40.10",41,226,"GENE3D",1963429,"YML046W"
"2137","YML046W","Prp39p","SSF48452",77,484,"SUPERFAMILY",1963436,"YML046W"
"2138","YML049C","Rse1p","G3DSA:2.130.10.10",41,523,"GENE3D",1977799,"YML049C"
"2139","YML049C","Rse1p","G3DSA:2.130.10.10",540,750,"GENE3D",1977800,"YML049C"
"2140","YML049C","Rse1p","G3DSA:2.130.10.10",776,1158,"GENE3D",1977801,"YML049C"
"2141","YML088W","Ufo1p","G3DSA:2.130.10.10",103,472,"GENE3D",1977582,"YML088W"
"2142","YML088W","Ufo1p","PF12937",9,52,"Pfam",1977583,"YML088W"
"2143","YML088W","Ufo1p","PS50181",5,51,"PROSITE",1977584,"YML088W"
"2144","YML088W","Ufo1p","SM00256",11,51,"SMART",1977589,"YML088W"
"2145","YML088W","Ufo1p","SSF50978",118,132,"SUPERFAMILY",1977594,"YML088W"
"2146","YML088W","Ufo1p","SSF50978",183,277,"SUPERFAMILY",1977595,"YML088W"
"2147","YML088W","Ufo1p","SSF50978",313,462,"SUPERFAMILY",1977596,"YML088W"
"2148","YML088W","Ufo1p","SSF81383",8,87,"SUPERFAMILY",1977597,"YML088W"
"2149","YML097C","Vps9p","PF02845",412,450,"Pfam",1974020,"YML097C"
"2150","YML097C","Vps9p","PS51140",408,451,"PROSITE",1974021,"YML097C"
"2151","YML097C","Vps9p","SM00546",408,450,"SMART",1974026,"YML097C"
