"Gene.proteins.secondaryIdentifier","Gene.proteins.symbol","Gene.proteins.proteinDomains.name","Gene.proteins.proteinDomains.start","Gene.proteins.proteinDomains.end","Gene.proteins.proteinDomains.method","Gene.proteins.proteinDomains.id"
"YKL019W","Ram2p","PF01239","52","78","Pfam","1952272"
"YKL019W","Ram2p","PF01239","93","119","Pfam","1952273"
"YKL019W","Ram2p","PF01239","129","153","Pfam","1952274"
"YKL019W","Ram2p","PF01239","163","186","Pfam","1952275"
"YKL019W","Ram2p","PS51147","47","81","PROSITE","1952276"
"YKL019W","Ram2p","PS51147","89","123","PROSITE","1952277"
"YKL019W","Ram2p","PS51147","125","159","PROSITE","1952278"
"YKL019W","Ram2p","PS51147","160","193","PROSITE","1952279"
"YKL019W","Ram2p","PS51147","199","233","PROSITE","1952280"
"YKL019W","Ram2p","PTHR11129","4","315","PANTHER","1952281"
"YKL019W","Ram2p","PTHR11129:SF6","4","315","PANTHER","1952282"
"YKL019W","Ram2p","SSF48439","5","314","SUPERFAMILY","1952283"
"YKL020C","Spt23p","G3DSA:1.25.40.20","672","801","GENE3D","1957035"
"YKL020C","Spt23p","G3DSA:2.60.40.10","506","623","GENE3D","1957036"
"YKL020C","Spt23p","PF01833","508","580","Pfam","1957037"
"YKL020C","Spt23p","PF12796","695","771","Pfam","1957038"
"YKL020C","Spt23p","PS50088","709","741","PROSITE","1957039"
"YKL020C","Spt23p","PS50088","742","774","PROSITE","1957040"
"YKL020C","Spt23p","PS50297","709","774","PROSITE","1957041"
"YKL020C","Spt23p","PTHR24189","188","1074","PANTHER","1957042"
"YKL020C","Spt23p","PTHR24189:SF47","188","1074","PANTHER","1957043"
"YKL020C","Spt23p","SM00248","709","738","SMART","1957044"
"YKL020C","Spt23p","SM00248","742","771","SMART","1957045"
"YKL020C","Spt23p","SM00429","507","598","SMART","1957046"
"YKL020C","Spt23p","SSF48403","699","782","SUPERFAMILY","1957047"
"YKL020C","Spt23p","SSF81296","503","585","SUPERFAMILY","1957048"
"YKL020C","Spt23p","SSF81296","618","640","SUPERFAMILY","1957049"
"YKL021C","Mak11p","G3DSA:2.130.10.10","3","122","GENE3D","1948227"
"YKL021C","Mak11p","G3DSA:2.130.10.10","123","276","GENE3D","1948228"
"YKL021C","Mak11p","G3DSA:2.130.10.10","277","357","GENE3D","1948229"
"YKL021C","Mak11p","PF00400","44","78","Pfam","1948230"
"YKL021C","Mak11p","PF00400","83","134","Pfam","1948231"
"YKL021C","Mak11p","PF00400","139","177","Pfam","1948232"
"YKL021C","Mak11p","PF00400","295","330","Pfam","1948233"
"YKL021C","Mak11p","PR00320","122","136","PRINTS","1948234"
"YKL021C","Mak11p","PR00320","164","178","PRINTS","1948235"
"YKL021C","Mak11p","PR00320","317","331","PRINTS","1948236"
"YKL021C","Mak11p","PS00678","164","178","PROSITE","1948237"
"YKL021C","Mak11p","PS00678","317","331","PROSITE","1948238"
"YKL021C","Mak11p","PS50082","48","87","PROSITE","1948239"
"YKL021C","Mak11p","PS50082","145","186","PROSITE","1948240"
"YKL021C","Mak11p","PS50082","296","339","PROSITE","1948241"
"YKL021C","Mak11p","PS50294","48","186","PROSITE","1948242"
"YKL021C","Mak11p","PS50294","296","339","PROSITE","1948243"
"YKL021C","Mak11p","PTHR42968","12","410","PANTHER","1948244"
"YKL021C","Mak11p","PTHR42968:SF10","12","410","PANTHER","1948245"
"YKL021C","Mak11p","SM00320","41","78","SMART","1948246"
"YKL021C","Mak11p","SM00320","81","135","SMART","1948247"
"YKL021C","Mak11p","SM00320","138","177","SMART","1948248"
"YKL021C","Mak11p","SM00320","185","221","SMART","1948249"
"YKL021C","Mak11p","SM00320","289","330","SMART","1948250"
"YKL021C","Mak11p","SSF50978","40","348","SUPERFAMILY","1948251"
"YKL022C","Cdc16p","G3DSA:1.20.58.280","715","816","GENE3D","1943601"
"YKL022C","Cdc16p","G3DSA:1.25.40.10","236","372","GENE3D","1943602"
"YKL022C","Cdc16p","G3DSA:1.25.40.10","373","432","GENE3D","1943603"
"YKL022C","Cdc16p","G3DSA:1.25.40.10","433","602","GENE3D","1943604"
"YKL022C","Cdc16p","G3DSA:1.25.40.10","603","643","GENE3D","1943605"
"YKL022C","Cdc16p","G3DSA:1.25.40.10","644","684","GENE3D","1943606"
"YKL022C","Cdc16p","G3DSA:1.25.40.10","685","714","GENE3D","1943607"
"YKL022C","Cdc16p","PF07719","361","389","Pfam","1943608"
"YKL022C","Cdc16p","PF12895","242","322","Pfam","1943609"
"YKL022C","Cdc16p","PF13181","709","741","Pfam","1943610"
"YKL022C","Cdc16p","PF13424","635","702","Pfam","1943611"
"YKL022C","Cdc16p","PS50005","359","392","PROSITE","1943612"
"YKL022C","Cdc16p","PS50005","531","564","PROSITE","1943613"
"YKL022C","Cdc16p","PS50005","565","598","PROSITE","1943614"
"YKL022C","Cdc16p","PS50005","599","632","PROSITE","1943615"
"YKL022C","Cdc16p","PS50005","633","666","PROSITE","1943616"
"YKL022C","Cdc16p","PS50005","674","707","PROSITE","1943617"
"YKL022C","Cdc16p","PS50005","708","741","PROSITE","1943618"
"YKL022C","Cdc16p","PS50293","359","392","PROSITE","1943619"
"YKL022C","Cdc16p","PS50293","531","741","PROSITE","1943620"
"YKL022C","Cdc16p","PTHR12558","226","777","PANTHER","1943621"
"YKL022C","Cdc16p","PTHR12558:SF18","226","777","PANTHER","1943622"
"YKL022C","Cdc16p","SM00028","359","392","SMART","1943623"
"YKL022C","Cdc16p","SM00028","463","496","SMART","1943624"
"YKL022C","Cdc16p","SM00028","531","564","SMART","1943625"
"YKL022C","Cdc16p","SM00028","565","598","SMART","1943626"
"YKL022C","Cdc16p","SM00028","599","632","SMART","1943627"
"YKL022C","Cdc16p","SM00028","633","666","SMART","1943628"
"YKL022C","Cdc16p","SM00028","674","707","SMART","1943629"
"YKL022C","Cdc16p","SM00028","708","741","SMART","1943630"
"YKL022C","Cdc16p","SSF48452","260","325","SUPERFAMILY","1943631"
"YKL022C","Cdc16p","SSF48452","359","399","SUPERFAMILY","1943632"
"YKL022C","Cdc16p","SSF48452","366","396","SUPERFAMILY","1943633"
"YKL022C","Cdc16p","SSF48452","467","752","SUPERFAMILY","1943634"
"YKL024C","Ura6p","G3DSA:3.40.50.300","11","204","GENE3D","1946668"
"YKL024C","Ura6p","MF_00235","17","201","HAMAP","1946669"
"YKL024C","Ura6p","MF_03172","16","203","HAMAP","1946670"
"YKL024C","Ura6p","PF00406","21","178","Pfam","1946671"
"YKL024C","Ura6p","PR00094","20","33","PRINTS","1946672"
"YKL024C","Ura6p","PR00094","48","62","PRINTS","1946673"
"YKL024C","Ura6p","PR00094","100","116","PRINTS","1946674"
"YKL024C","Ura6p","PR00094","148","163","PRINTS","1946675"
"YKL024C","Ura6p","PR00094","165","179","PRINTS","1946676"
"YKL024C","Ura6p","PS00113","100","111","PROSITE","1946677"
"YKL024C","Ura6p","PTHR23359","14","200","PANTHER","1946678"
"YKL024C","Ura6p","PTHR23359:SF123","14","200","PANTHER","1946679"
"YKL024C","Ura6p","SSF52540","11","201","SUPERFAMILY","1946680"
"YKL024C","Ura6p","TIGR01359","18","199","TIGRFAM","1946681"
"YKL025C","Pan3p","G3DSA:1.10.510.10","306","549","GENE3D","1957905"
"YKL025C","Pan3p","MF_03181","61","679","HAMAP","1957906"
"YKL025C","Pan3p","PS50011","299","549","PROSITE","1957907"
"YKL025C","Pan3p","PS50103","8","37","PROSITE","1957908"
"YKL025C","Pan3p","PTHR12272","8","678","PANTHER","1957909"
"YKL025C","Pan3p","SSF56112","309","551","SUPERFAMILY","1957910"
"YKL026C","Gpx1p","G3DSA:3.40.30.10","2","161","GENE3D","1957411"
"YKL026C","Gpx1p","PF00255","4","111","Pfam","1957412"
"YKL026C","Gpx1p","PIRSF000303","1","162","PIRSF","1957413"
"YKL026C","Gpx1p","PR01011","22","39","PRINTS","1957414"
"YKL026C","Gpx1p","PR01011","57","73","PRINTS","1957415"
"YKL026C","Gpx1p","PR01011","123","132","PRINTS","1957416"
"YKL026C","Gpx1p","PS00460","24","39","PROSITE","1957417"
"YKL026C","Gpx1p","PS00763","60","67","PROSITE","1957418"
"YKL026C","Gpx1p","PS51355","1","165","PROSITE","1957419"
"YKL026C","Gpx1p","PTHR11592","2","166","PANTHER","1957420"
"YKL026C","Gpx1p","PTHR11592:SF46","2","166","PANTHER","1957421"
"YKL026C","Gpx1p","SSF52833","2","159","SUPERFAMILY","1957422"
"YKL027W","Tcd2p","G3DSA:3.40.50.720","59","416","GENE3D","1957900"
"YKL027W","Tcd2p","PF00899","72","340","Pfam","1957901"
"YKL027W","Tcd2p","PTHR43267","34","447","PANTHER","1957902"
"YKL027W","Tcd2p","PTHR43267:SF2","34","447","PANTHER","1957903"
"YKL027W","Tcd2p","SSF69572","73","322","SUPERFAMILY","1957904"
"YKL028W","Tfa1p","G3DSA:1.10.10.10","8","95","GENE3D","1957892"
"YKL028W","Tfa1p","PF02002","11","118","Pfam","1957893"
"YKL028W","Tfa1p","PF08271","122","170","Pfam","1957894"
"YKL028W","Tfa1p","PS51344","9","99","PROSITE","1957895"
"YKL028W","Tfa1p","PTHR13097","4","475","PANTHER","1957896"
"YKL028W","Tfa1p","PTHR13097:SF8","4","475","PANTHER","1957897"
"YKL028W","Tfa1p","SM00531","23","170","SMART","1957898"
"YKL028W","Tfa1p","SSF57783","108","165","SUPERFAMILY","1957899"
"YKL029C","Mae1p","G3DSA:3.40.50.10380","98","352","GENE3D","1957392"
"YKL029C","Mae1p","G3DSA:3.40.50.720","353","668","GENE3D","1957393"
"YKL029C","Mae1p","PF00390","166","345","Pfam","1957394"
"YKL029C","Mae1p","PF03949","355","608","Pfam","1957395"
"YKL029C","Mae1p","PIRSF000106","47","658","PIRSF","1957396"
"YKL029C","Mae1p","PR00072","170","194","PRINTS","1957397"
"YKL029C","Mae1p","PR00072","231","260","PRINTS","1957398"
"YKL029C","Mae1p","PR00072","267","289","PRINTS","1957399"
"YKL029C","Mae1p","PR00072","326","344","PRINTS","1957400"
"YKL029C","Mae1p","PR00072","351","367","PRINTS","1957401"
"YKL029C","Mae1p","PR00072","382","398","PRINTS","1957402"
"YKL029C","Mae1p","PR00072","489","505","PRINTS","1957403"
"YKL029C","Mae1p","PS00331","351","367","PROSITE","1957404"
"YKL029C","Mae1p","PTHR23406","83","658","PANTHER","1957405"
"YKL029C","Mae1p","PTHR23406:SF48","83","658","PANTHER","1957406"
"YKL029C","Mae1p","SM00919","355","609","SMART","1957407"
"YKL029C","Mae1p","SM01274","164","345","SMART","1957408"
"YKL029C","Mae1p","SSF51735","355","658","SUPERFAMILY","1957409"
"YKL029C","Mae1p","SSF53223","84","354","SUPERFAMILY","1957410"
"YKL032C","Ixr1p","G3DSA:1.10.110.10","497","589","GENE3D","1956126"
"YKL032C","Ixr1p","G3DSA:1.10.30.10","359","433","GENE3D","1956127"
"YKL032C","Ixr1p","G3DSA:1.10.30.10","434","496","GENE3D","1956128"
"YKL032C","Ixr1p","G3DSA:1.20.1000.10","154","358","GENE3D","1956129"
"YKL032C","Ixr1p","PF00505","361","428","Pfam","1956130"
"YKL032C","Ixr1p","PF00505","434","499","Pfam","1956131"
"YKL032C","Ixr1p","PS50118","361","429","PROSITE","1956132"
"YKL032C","Ixr1p","PS50118","434","502","PROSITE","1956133"
"YKL032C","Ixr1p","PTHR13711","24","597","PANTHER","1956134"
"YKL032C","Ixr1p","PTHR13711:SF275","24","597","PANTHER","1956135"
"YKL032C","Ixr1p","SM00398","360","430","SMART","1956136"
"YKL032C","Ixr1p","SM00398","433","503","SMART","1956137"
"YKL032C","Ixr1p","SSF47095","360","433","SUPERFAMILY","1956138"
"YKL032C","Ixr1p","SSF47095","433","499","SUPERFAMILY","1956139"
"YKL033W","Tti1p","G3DSA:1.25.10.10","21","287","GENE3D","1957884"
"YKL033W","Tti1p","G3DSA:1.25.10.10","317","1032","GENE3D","1957885"
"YKL033W","Tti1p","PIRSF005250","1","1038","PIRSF","1957886"
"YKL033W","Tti1p","PTHR18460","2","945","PANTHER","1957887"
"YKL033W","Tti1p","SSF48371","76","255","SUPERFAMILY","1957888"
"YKL033W","Tti1p","SSF48371","320","406","SUPERFAMILY","1957889"
"YKL033W","Tti1p","SSF48371","553","761","SUPERFAMILY","1957890"
"YKL033W","Tti1p","SSF48371","817","1016","SUPERFAMILY","1957891"
"YKL033W-A","Ykl033W-Ap","G3DSA:1.10.150.240","21","78","GENE3D","1985182"
"YKL033W-A","Ykl033W-Ap","G3DSA:3.40.50.1000","79","226","GENE3D","1985183"
"YKL033W-A","Ykl033W-Ap","PF13419","10","200","Pfam","1985184"
"YKL033W-A","Ykl033W-Ap","PTHR18901","3","235","PANTHER","1985185"
"YKL033W-A","Ykl033W-Ap","PTHR18901:SF51","3","235","PANTHER","1985186"
"YKL033W-A","Ykl033W-Ap","SSF56784","7","217","SUPERFAMILY","1985187"
"YKL033W-A","Ykl033W-Ap","TIGR01509","81","200","TIGRFAM","1985188"
"YKL034W","Tul1p","G3DSA:3.30.40.10","691","757","GENE3D","1957877"
"YKL034W","Tul1p","PF12678","698","752","Pfam","1957878"
"YKL034W","Tul1p","PS50089","699","752","PROSITE","1957879"
"YKL034W","Tul1p","PTHR22763","1","758","PANTHER","1957880"
"YKL034W","Tul1p","PTHR22763:SF133","1","758","PANTHER","1957881"
"YKL034W","Tul1p","SM00184","699","751","SMART","1957882"
"YKL034W","Tul1p","SSF57850","698","757","SUPERFAMILY","1957883"
"YKL035W","Ugp1p","G3DSA:2.160.10.10","388","489","GENE3D","1955197"
"YKL035W","Ugp1p","G3DSA:3.90.550.10","24","387","GENE3D","1955198"
"YKL035W","Ugp1p","PF01704","53","464","Pfam","1955199"
"YKL035W","Ugp1p","PIRSF000806","6","499","PIRSF","1955200"
"YKL035W","Ugp1p","PTHR43511","1","499","PANTHER","1955201"
"YKL035W","Ugp1p","PTHR43511:SF4","1","499","PANTHER","1955202"
"YKL035W","Ugp1p","SSF53448","25","478","SUPERFAMILY","1955203"
"YKL038W","Rgt1p","G3DSA:4.10.240.10","34","90","GENE3D","1955204"
"YKL038W","Rgt1p","PF00172","45","84","Pfam","1955205"
"YKL038W","Rgt1p","PS00463","46","76","PROSITE","1955206"
"YKL038W","Rgt1p","PS50048","46","78","PROSITE","1955207"
"YKL038W","Rgt1p","PTHR31001","725","1170","PANTHER","1955208"
"YKL038W","Rgt1p","PTHR31001:SF90","725","1170","PANTHER","1955209"
"YKL038W","Rgt1p","SM00066","41","87","SMART","1955210"
"YKL038W","Rgt1p","SSF57701","38","87","SUPERFAMILY","1955211"
"YKL039W","Ptm1p","PF06814","156","446","Pfam","1955183"
"YKL039W","Ptm1p","PTHR21229","13","502","PANTHER","1955184"
"YKL039W","Ptm1p","PTHR21229:SF32","13","502","PANTHER","1955185"
"YKL040C","Nfu1p","G3DSA:3.30.1370.70","22","116","GENE3D","1955186"
"YKL040C","Nfu1p","G3DSA:3.30.300.130","148","234","GENE3D","1955187"
"YKL040C","Nfu1p","PD002830","165","226","ProDom","1955188"
"YKL040C","Nfu1p","PF01106","157","225","Pfam","1955189"
"YKL040C","Nfu1p","PF08712","24","115","Pfam","1955190"
"YKL040C","Nfu1p","PIRSF036773","2","255","PIRSF","1955191"
"YKL040C","Nfu1p","PTHR11178","1","256","PANTHER","1955192"
"YKL040C","Nfu1p","PTHR11178:SF34","1","256","PANTHER","1955193"
"YKL040C","Nfu1p","SM00932","24","117","SMART","1955194"
"YKL040C","Nfu1p","SSF110836","22","117","SUPERFAMILY","1955195"
"YKL040C","Nfu1p","SSF117916","145","230","SUPERFAMILY","1955196"
"YKL041W","Vps24p","PF03357","22","189","Pfam","1957874"
"YKL041W","Vps24p","PTHR10476","1","223","PANTHER","1957875"
"YKL041W","Vps24p","PTHR10476:SF22","1","223","PANTHER","1957876"
"YKL042W","Spc42p","G3DSA:1.20.5.170","51","137","GENE3D","1957872"
"YKL042W","Spc42p","PF11544","63","137","Pfam","1957873"
"YKL043W","Phd1p","G3DSA:3.10.260.10","188","319","GENE3D","1957865"
"YKL043W","Phd1p","PF04383","208","253","Pfam","1957866"
"YKL043W","Phd1p","PS51299","186","292","PROSITE","1957867"
"YKL043W","Phd1p","PTHR11707","2","360","PANTHER","1957868"
"YKL043W","Phd1p","PTHR11707:SF41","2","360","PANTHER","1957869"
"YKL043W","Phd1p","SM01252","206","291","SMART","1957870"
"YKL043W","Phd1p","SSF54616","186","303","SUPERFAMILY","1957871"
"YKL045W","Pri2p","PF04104","223","504","Pfam","1948211"
"YKL045W","Pri2p","PIRSF009449","1","527","PIRSF","1948212"
"YKL045W","Pri2p","PTHR10537","40","521","PANTHER","1948213"
"YKL045W","Pri2p","PTHR10537:SF4","40","521","PANTHER","1948214"
"YKL046C","Dcw1p","G3DSA:1.50.10.20","26","387","GENE3D","1957859"
"YKL046C","Dcw1p","PF03663","31","395","Pfam","1957860"
"YKL046C","Dcw1p","PIRSF016302","1","449","PIRSF","1957861"
"YKL046C","Dcw1p","PTHR12145","3","449","PANTHER","1957862"
"YKL046C","Dcw1p","PTHR12145:SF31","3","449","PANTHER","1957863"
"YKL046C","Dcw1p","SSF48208","41","378","SUPERFAMILY","1957864"
"YKL047W","Anr2p","PF09804","33","333","Pfam","1957855"
"YKL047W","Anr2p","PF14831","461","506","Pfam","1957856"
"YKL047W","Anr2p","PTHR28153","15","516","PANTHER","1957857"
"YKL047W","Anr2p","PTHR28153:SF2","15","516","PANTHER","1957858"
"YKL048C","Elm1p","G3DSA:1.10.510.10","246","576","GENE3D","1954947"
"YKL048C","Elm1p","G3DSA:3.30.200.20","35","245","GENE3D","1954948"
"YKL048C","Elm1p","PF00069","163","404","Pfam","1954949"
"YKL048C","Elm1p","PS00108","255","267","PROSITE","1954950"
"YKL048C","Elm1p","PS50011","88","420","PROSITE","1954951"
"YKL048C","Elm1p","PTHR24347","15","640","PANTHER","1954952"
"YKL048C","Elm1p","PTHR24347:SF333","15","640","PANTHER","1954953"
"YKL048C","Elm1p","SM00220","88","412","SMART","1954954"
"YKL048C","Elm1p","SSF56112","80","122","SUPERFAMILY","1954955"
"YKL048C","Elm1p","SSF56112","163","418","SUPERFAMILY","1954956"
"YKL049C","Cse4p","G3DSA:1.10.20.10","44","228","GENE3D","1957381"
"YKL049C","Cse4p","PF00125","98","225","Pfam","1957382"
"YKL049C","Cse4p","PR00622","86","100","PRINTS","1957383"
"YKL049C","Cse4p","PR00622","173","191","PRINTS","1957384"
"YKL049C","Cse4p","PR00622","191","207","PRINTS","1957385"
"YKL049C","Cse4p","PR00622","207","228","PRINTS","1957386"
"YKL049C","Cse4p","PS00959","157","165","PROSITE","1957387"
"YKL049C","Cse4p","PTHR11426","105","227","PANTHER","1957388"
"YKL049C","Cse4p","PTHR11426:SF112","105","227","PANTHER","1957389"
"YKL049C","Cse4p","SM00428","124","229","SMART","1957390"
"YKL049C","Cse4p","SSF47113","113","227","SUPERFAMILY","1957391"
"YKL050C","Ykl050Cp","PF12757","349","465","Pfam","1957156"
"YKL050C","Ykl050Cp","PTHR28298","1","921","PANTHER","1957157"
"YKL051W","Sfk1p","PF10277","10","286","Pfam","1957153"
"YKL051W","Sfk1p","PTHR21324","9","348","PANTHER","1957154"
"YKL051W","Sfk1p","PTHR21324:SF14","9","348","PANTHER","1957155"
"YKL052C","Ask1p","PF08655","10","73","Pfam","1957151"
"YKL052C","Ask1p","PTHR28200","209","290","PANTHER","1957152"
"YKL053C-A","Mdm35p","PF05254","7","71","Pfam","1939996"
"YKL053C-A","Mdm35p","PS51808","10","60","PROSITE","1939997"
"YKL053C-A","Mdm35p","PTHR21329","1","78","PANTHER","1939998"
"YKL053C-A","Mdm35p","PTHR21329:SF14","1","78","PANTHER","1939999"
"YKL054C","Def1p","PF02845","24","61","Pfam","1957149"
"YKL054C","Def1p","PS51140","21","63","PROSITE","1957150"
"YKL055C","Oar1p","G3DSA:3.40.50.720","4","273","GENE3D","1957135"
"YKL055C","Oar1p","PF00106","6","51","Pfam","1957136"
"YKL055C","Oar1p","PF00106","113","240","Pfam","1957137"
"YKL055C","Oar1p","PR00080","112","123","PRINTS","1957138"
"YKL055C","Oar1p","PR00080","176","184","PRINTS","1957139"
"YKL055C","Oar1p","PR00080","198","217","PRINTS","1957140"
"YKL055C","Oar1p","PR00081","6","23","PRINTS","1957141"
"YKL055C","Oar1p","PR00081","170","186","PRINTS","1957142"
"YKL055C","Oar1p","PR00081","198","217","PRINTS","1957143"
"YKL055C","Oar1p","PR00081","219","236","PRINTS","1957144"
"YKL055C","Oar1p","PS00061","185","213","PROSITE","1957145"
"YKL055C","Oar1p","PTHR24322","2","269","PANTHER","1957146"
"YKL055C","Oar1p","PTHR24322:SF726","2","269","PANTHER","1957147"
"YKL055C","Oar1p","SSF51735","6","273","SUPERFAMILY","1957148"
"YKL056C","Tma19p","G3DSA:2.170.150.10","1","167","GENE3D","1957083"
"YKL056C","Tma19p","PF00838","1","162","Pfam","1957084"
"YKL056C","Tma19p","PR01653","1","21","PRINTS","1957085"
"YKL056C","Tma19p","PR01653","45","56","PRINTS","1957086"
"YKL056C","Tma19p","PR01653","57","76","PRINTS","1957087"
"YKL056C","Tma19p","PS01002","44","54","PROSITE","1957088"
"YKL056C","Tma19p","PS01003","124","146","PROSITE","1957089"
"YKL056C","Tma19p","PS51797","1","167","PROSITE","1957090"
"YKL056C","Tma19p","PTHR11991","1","166","PANTHER","1957091"
"YKL056C","Tma19p","PTHR11991:SF7","1","166","PANTHER","1957092"
"YKL056C","Tma19p","SSF51316","1","167","SUPERFAMILY","1957093"
"YKL057C","Nup120p","PTHR21286","18","1034","PANTHER","1957134"
"YKL058W","Toa2p","G3DSA:1.10.287.190","6","55","GENE3D","1954763"
"YKL058W","Toa2p","G3DSA:2.30.18.10","58","118","GENE3D","1954764"
"YKL058W","Toa2p","PD009224","5","53","ProDom","1954765"
"YKL058W","Toa2p","PF02268","6","53","Pfam","1954766"
"YKL058W","Toa2p","PF02751","56","118","Pfam","1954767"
"YKL058W","Toa2p","PIRSF009415","3","122","PIRSF","1954768"
"YKL058W","Toa2p","PTHR10966","1","121","PANTHER","1954769"
"YKL058W","Toa2p","PTHR10966:SF3","1","121","PANTHER","1954770"
"YKL058W","Toa2p","SSF47396","6","54","SUPERFAMILY","1954771"
"YKL058W","Toa2p","SSF50784","55","119","SUPERFAMILY","1954772"
"YKL059C","Mpe1p","G3DSA:3.30.40.10","272","385","GENE3D","1957122"
"YKL059C","Mpe1p","G3DSA:4.10.60.10","170","268","GENE3D","1957123"
"YKL059C","Mpe1p","PF08783","5","78","Pfam","1957124"
"YKL059C","Mpe1p","PF13696","177","197","Pfam","1957125"
"YKL059C","Mpe1p","PS50158","182","196","PROSITE","1957126"
"YKL059C","Mpe1p","PS51282","5","78","PROSITE","1957127"
"YKL059C","Mpe1p","PTHR15439","2","439","PANTHER","1957128"
"YKL059C","Mpe1p","PTHR15439:SF12","2","439","PANTHER","1957129"
"YKL059C","Mpe1p","SM00343","181","197","SMART","1957130"
"YKL059C","Mpe1p","SM01180","5","78","SMART","1957131"
"YKL059C","Mpe1p","SSF57756","161","199","SUPERFAMILY","1957132"
"YKL059C","Mpe1p","SSF57850","280","357","SUPERFAMILY","1957133"
"YKL060C","Fba1p","G3DSA:3.20.20.70","5","359","GENE3D","1946179"
"YKL060C","Fba1p","PF01116","19","357","Pfam","1946180"
"YKL060C","Fba1p","PIRSF001359","14","359","PIRSF","1946181"
"YKL060C","Fba1p","PS00602","101","112","PROSITE","1946182"
"YKL060C","Fba1p","PS00806","172","183","PROSITE","1946183"
"YKL060C","Fba1p","PTHR30559","1","359","PANTHER","1946184"
"YKL060C","Fba1p","PTHR30559:SF2","1","359","PANTHER","1946185"
"YKL060C","Fba1p","SSF51569","8","358","SUPERFAMILY","1946186"
"YKL060C","Fba1p","TIGR00167","14","358","TIGRFAM","1946187"
"YKL060C","Fba1p","TIGR01520","8","358","TIGRFAM","1946188"
"YKL061W","Bli1p","PD073250","10","100","ProDom","1957120"
"YKL061W","Bli1p","PF17324","3","110","Pfam","1957121"
"YKL062W","Msn4p","G3DSA:3.30.160.60","501","579","GENE3D","1956206"
"YKL062W","Msn4p","G3DSA:3.30.160.60","580","597","GENE3D","1956207"
"YKL062W","Msn4p","G3DSA:3.30.160.60","598","627","GENE3D","1956208"
"YKL062W","Msn4p","PF00096","573","596","Pfam","1956209"
"YKL062W","Msn4p","PF00096","602","624","Pfam","1956210"
"YKL062W","Msn4p","PS00028","575","596","PROSITE","1956211"
"YKL062W","Msn4p","PS00028","604","624","PROSITE","1956212"
"YKL062W","Msn4p","PS50157","573","601","PROSITE","1956213"
"YKL062W","Msn4p","PS50157","602","629","PROSITE","1956214"
"YKL062W","Msn4p","PTHR14596","163","627","PANTHER","1956215"
"YKL062W","Msn4p","PTHR14596:SF41","163","627","PANTHER","1956216"
